first,second
a_Sigourney Weaver,a_Veronica Cartwright
a_Sigourney Weaver,a_Zoe Saldana
a_Simon Pegg,a_Tom Cruise
a_Simon Pegg,a_Ving Rhames
a_Simon Pegg,a_Zachary Quinto
a_Simon Yam,a_Siu-Wong Fan
a_Simone Signoret,a_Véra Clouzot
a_Sissy Spacek,a_Warren Oates
a_Siu-Lung Leung,a_Stephen Chow
a_Siu-Lung Leung,a_Wah Yuen
a_Soia Lira,a_Vinícius de Oliveira
a_Song Wok-suk,a_Tae-Hyun Cha
a_Sophie Kennedy Clark,a_Steve Coogan
a_Sophie Okonedo,a_Xolani Mali
a_Sophie Perry,a_Tom Prior
a_Srinidhi Shetty,a_Yash
a_Stanley Baker,a_Ulla Jacobsson
a_Stanley Holloway,a_Trevor Howard
a_Stanley Holloway,a_Wilfrid Hyde-White
a_Stephen Chow,a_Wah Yuen
a_Stephen Graham,a_Thomas Turgoose
a_Stephen Trask,a_Theodore Liscinski
a_Sterling Hayden,a_Vince Edwards
a_Steve Buscemi,a_William H. Macy
a_Steve Carell,a_Toni Collette
a_Steve Carell,a_Valerie Faris
a_Steve McQueen,a_Victor Jory
a_Steve McQueen,a_Yul Brynner
a_Stuart Wolfenden,a_Toby Kebbell
a_Sunil Shetty,a_Tabu
a_Suraj Sharma,a_Tabu
a_Susan Harrison,a_Tony Curtis
a_Susanne Lothar,a_Ulrich Mühe
a_Sushant Singh Rajput,a_Varun Sharma
a_Susumu Terajima,a_Takeshi Kitano
a_Suzanne Pleshette,a_Tippi Hedren
a_Sylvester Stallone,a_Talia Shire
a_Sylvester Stallone,a_Tessa Thompson
a_Tae-hoon Kim,a_Won Bin
a_Taika Waititi,a_Taika Waititi
a_Taika Waititi,a_Thomasin McKenzie
a_Takako Matsu,a_Yoshino Kimura
a_Takako Matsu,a_Yukito Nishii
a_Takao Osawa,a_Yukito Nishii
a_Takashi Shimura,a_Toshirô Mifune
a_Takashi Shimura,a_Yukiko Shimazaki
a_Takashi Tachibana,a_Yoko Honna
a_Takeshi Kaneshiro,a_Tony Chiu-Wai Leung
a_Takeshi Kitano,a_Tarô Yamamoto
a_Takeshi Kitano,a_Tatsuya Fujiwara
a_Takuya Kimura,a_Tatsuya Gashûin
a_Tallulah Bankhead,a_Walter Slezak
a_Tallulah Bankhead,a_William Bendix
a_Taner Birsel,a_Yilmaz Erdogan
a_Tarô Yamamoto,a_Tatsuya Fujiwara
a_Tatsuya Fujiwara,a_Yû Kashii
a_Tatsuya Nakadai,a_Tetsurô Tanba
a_Tatsuya Nakadai,a_Toshirô Mifune
a_Tatsuya Nakadai,a_Tsutomu Yamazaki
a_Tatsuya Nakadai,a_Yutaka Sada
a_Tatsuya Nakadai,a_Yûnosuke Itô
a_Tatsuya Nakadai,a_Yôko Tsukasa
a_Tensai Okamura,a_Yoshiyuki Takei
a_Teresa Mo,a_Tony Chiu-Wai Leung
a_Teresa Mo,a_Yun-Fat Chow
a_Thandie Newton,a_Will Smith
a_Thelma Ritter,a_Wendell Corey
a_Thierry van Werveke,a_Til Schweiger
a_Thomas Bo Larsen,a_Ulrich Thomsen
a_Thora Birch,a_Wes Bentley
a_Tim Allen,a_Tom Hanks
a_Tim Allen,a_Tony Hale
a_Tim Holt,a_Walter Huston
a_Tim Robbins,a_William Sadler
a_Tokiko Katô,a_Tsunehiko Kamijô
a_Tom Berenger,a_Willem Dafoe
a_Tom Cruise,a_Valeria Golino
a_Tom Cruise,a_Ving Rhames
a_Tom Cruise,a_William Atherton
a_Tom Hanks,a_Tom Sizemore
a_Tom Hanks,a_Tony Hale
a_Tom Hanks,a_Tyler Hoechlin
a_Tom Hardy,a_Will Poulter
a_Tom Hardy,a_Zoë Kravitz
a_Tom Skerritt,a_Veronica Cartwright
a_Tommy Chong,a_Verna Bloom
a_Toni Collette,a_Valerie Faris
a_Tony Chiu-Wai Leung,a_Tung Cho 'Joe' Cheung
a_Tony Chiu-Wai Leung,a_Yun-Fat Chow
a_Tony Chiu-Wai Leung,a_Ziyi Zhang
a_Tony Roberts,a_Woody Allen
a_Toshirô Mifune,a_Yukiko Shimazaki
a_Toshirô Mifune,a_Yutaka Sada
a_Toshirô Mifune,a_Yûnosuke Itô
a_Toshirô Mifune,a_Yôko Tsukasa
a_Toshirô Yanagiba,a_Yoko Honna
a_Trevor Jack Brooks,a_Wiley Wiggins
a_Trine Dyrholm,a_Wil Johnson
a_Tsutomu Tatsumi,a_Yoshiko Shinohara
a_Tôru Emori,a_Tôru Furuya
a_Tôru Emori,a_Yoshiaki Umegaki
a_Ugur Yücel,a_Yesim Salkim
a_Ulrich Mühe,a_Ulrich Tukur
a_Vera Miles,a_Ward Bond
a_Vicky Kaushal,a_Yami Gautam
a_Victor Buono,a_Wesley Addy
a_Victoria Horne,a_Wallace Ford
a_Victoria Horne,a_William H. Lynn
a_Vijay Raaz,a_Vijay Varma
a_Vin Diesel,a_Zoe Saldana
a_Vincent Cassel,a_Winona Ryder
a_Wallace Ford,a_William H. Lynn
a_Walter Hampden,a_William Holden
a_Walter Slezak,a_William Bendix
a_Will Patton,a_Wood Harris
a_Will Smith,a_Woody Harrelson
a_Yeong-hie Seo,a_Yoo-Jeong Kim
a_Yilmaz Erdogan,a_Ömer Faruk Sorak
a_Yong Dong,a_Yun Qu
a_Yordanos Shiferaw,a_Zain Al Rafeea
a_Yoshino Kimura,a_Yukito Nishii
a_Yun-Fat Chow,a_Ziyi Zhang
a_Yuriko Ishida,a_Yûko Tanaka
a_Yuriko Ishida,a_Yôji Matsuda
a_Yûko Tanaka,a_Yôji Matsuda
a_Zachary Quinto,a_Zoe Saldana
f_(500) Days of Summer,a_Chloë Grace Moretz
f_(500) Days of Summer,a_Geoffrey Arend
f_(500) Days of Summer,a_Joseph Gordon-Levitt
f_(500) Days of Summer,a_Zooey Deschanel
f_12 Angry Men,a_Henry Fonda
f_12 Angry Men,a_John Fiedler
f_12 Angry Men,a_Lee J. Cobb
f_12 Angry Men,a_Martin Balsam
f_12 Years a Slave,a_Brad Pitt
f_12 Years a Slave,a_Chiwetel Ejiofor
f_12 Years a Slave,a_Michael Fassbender
f_12 Years a Slave,a_Michael Kenneth Williams
f_1917,a_Colin Firth
f_1917,a_Daniel Mays
f_1917,a_Dean-Charles Chapman
f_1917,a_George MacKay
f_2001: A Space Odyssey,a_Daniel Richter
f_2001: A Space Odyssey,a_Gary Lockwood
f_2001: A Space Odyssey,a_Keir Dullea
f_2001: A Space Odyssey,a_William Sylvester
f_21 Grams,a_Benicio Del Toro
f_21 Grams,a_Danny Huston
f_21 Grams,a_Naomi Watts
f_21 Grams,a_Sean Penn
f_25th Hour,a_Barry Pepper
f_25th Hour,a_Edward Norton
f_25th Hour,a_Philip Seymour Hoffman
f_25th Hour,a_Rosario Dawson
f_28 Days Later...,a_Alex Palmer
f_28 Days Later...,a_Christopher Eccleston
f_28 Days Later...,a_Cillian Murphy
f_28 Days Later...,a_Naomie Harris
f_3 Idiots,a_Aamir Khan
f_3 Idiots,a_Madhavan
f_3 Idiots,a_Mona Singh
f_3 Idiots,a_Sharman Joshi
f_300,a_David Wenham
f_300,a_Dominic West
f_300,a_Gerard Butler
f_300,a_Lena Headey
f_3:10 to Yuma,a_Ben Foster
f_3:10 to Yuma,a_Christian Bale
f_3:10 to Yuma,a_Logan Lerman
f_3:10 to Yuma,a_Russell Crowe
"f_4 luni, 3 saptamâni si 2 zile",a_Alexandru Potocean
"f_4 luni, 3 saptamâni si 2 zile",a_Anamaria Marinca
"f_4 luni, 3 saptamâni si 2 zile",a_Laura Vasiliu
"f_4 luni, 3 saptamâni si 2 zile",a_Vlad Ivanov
f_50/50,a_Anna Kendrick
f_50/50,a_Bryce Dallas Howard
f_50/50,a_Joseph Gordon-Levitt
f_50/50,a_Seth Rogen
f_8½,a_Anouk Aimée
f_8½,a_Claudia Cardinale
f_8½,a_Marcello Mastroianni
f_8½,a_Sandra Milo
f_A Beautiful Mind,a_Christopher Plummer
f_A Beautiful Mind,a_Ed Harris
f_A Beautiful Mind,a_Jennifer Connelly
f_A Beautiful Mind,a_Russell Crowe
f_A Bronx Tale,a_Chazz Palminteri
f_A Bronx Tale,a_Francis Capra
f_A Bronx Tale,a_Lillo Brancato
f_A Bronx Tale,a_Robert De Niro
f_A Christmas Story,a_Darren McGavin
f_A Christmas Story,a_Melinda Dillon
f_A Christmas Story,a_Peter Billingsley
f_A Christmas Story,a_Scott Schwartz
f_A Clockwork Orange,a_Malcolm McDowell
f_A Clockwork Orange,a_Michael Bates
f_A Clockwork Orange,a_Patrick Magee
f_A Clockwork Orange,a_Warren Clarke
f_A Few Good Men,a_Demi Moore
f_A Few Good Men,a_Jack Nicholson
f_A Few Good Men,a_Kevin Bacon
f_A Few Good Men,a_Tom Cruise
f_A Hard Day's Night,a_George Harrison
f_A Hard Day's Night,a_John Lennon
f_A Hard Day's Night,a_Paul McCartney
f_A Hard Day's Night,a_Ringo Starr
f_A Little Princess,a_Eleanor Bron
f_A Little Princess,a_Liam Cunningham
f_A Little Princess,a_Liesel Matthews
f_A Little Princess,a_Rusty Schwimmer
f_A Man for All Seasons,a_Leo McKern
f_A Man for All Seasons,a_Paul Scofield
f_A Man for All Seasons,a_Robert Shaw
f_A Man for All Seasons,a_Wendy Hiller
f_A Night at the Opera,a_Chico Marx
f_A Night at the Opera,a_Edmund Goulding
f_A Night at the Opera,a_Groucho Marx
f_A Night at the Opera,a_Harpo Marx
f_A Star Is Born,a_Bradley Cooper
f_A Star Is Born,a_Greg Grunberg
f_A Star Is Born,a_Lady Gaga
f_A Star Is Born,a_Sam Elliott
f_A Streetcar Named Desire,a_Karl Malden
f_A Streetcar Named Desire,a_Kim Hunter
f_A Streetcar Named Desire,a_Marlon Brando
f_A Streetcar Named Desire,a_Vivien Leigh
f_A Wednesday,a_Aamir Bashir
f_A Wednesday,a_Anupam Kher
f_A Wednesday,a_Jimmy Sheirgill
f_A Wednesday,a_Naseeruddin Shah
f_About Time,a_Bill Nighy
f_About Time,a_Domhnall Gleeson
f_About Time,a_Lydia Wilson
f_About Time,a_Rachel McAdams
f_Abre los ojos,a_Chete Lera
f_Abre los ojos,a_Eduardo Noriega
f_Abre los ojos,a_Fele Martínez
f_Abre los ojos,a_Penélope Cruz
f_Ace in the Hole,a_Jan Sterling
f_Ace in the Hole,a_Kirk Douglas
f_Ace in the Hole,a_Porter Hall
f_Ace in the Hole,a_Robert Arthur
f_Adams æbler,a_Mads Mikkelsen
f_Adams æbler,a_Nicolas Bro
f_Adams æbler,a_Paprika Steen
f_Adams æbler,a_Ulrich Thomsen
f_Adaptation.,a_Chris Cooper
f_Adaptation.,a_Meryl Streep
f_Adaptation.,a_Nicolas Cage
f_Adaptation.,a_Tilda Swinton
f_After Hours,a_Griffin Dunne
f_After Hours,a_Rosanna Arquette
f_After Hours,a_Tommy Chong
f_After Hours,a_Verna Bloom
"f_Aguirre, der Zorn Gottes",a_Del Negro
"f_Aguirre, der Zorn Gottes",a_Helena Rojo
"f_Aguirre, der Zorn Gottes",a_Klaus Kinski
"f_Aguirre, der Zorn Gottes",a_Ruy Guerra
f_Ah-ga-ssi,a_Cho Jin-woong
f_Ah-ga-ssi,a_Jung-woo Ha
f_Ah-ga-ssi,a_Kim Min-hee
f_Ah-ga-ssi,a_Moon So-Ri
f_Airlift,a_Akshay Kumar
f_Airlift,a_Kumud Mishra
f_Airlift,a_Nimrat Kaur
f_Airlift,a_Prakash Belawadi
f_Airplane!,a_David Zucker
f_Airplane!,a_Jerry Zucker
f_Airplane!,a_Julie Hagerty
f_Airplane!,a_Robert Hays
f_Ajeossi,a_Hee-won Kim
f_Ajeossi,a_Sae-ron Kim
f_Ajeossi,a_Tae-hoon Kim
f_Ajeossi,a_Won Bin
f_Akira,a_Mami Koyama
f_Akira,a_Mitsuo Iwata
f_Akira,a_Nozomu Sasaki
f_Akira,a_Tesshô Genda
f_Aladdin,a_John Musker
f_Aladdin,a_Linda Larkin
f_Aladdin,a_Robin Williams
f_Aladdin,a_Scott Weinger
f_Alien,a_John Hurt
f_Alien,a_Sigourney Weaver
f_Alien,a_Tom Skerritt
f_Alien,a_Veronica Cartwright
f_Aliens,a_Carrie Henn
f_Aliens,a_Michael Biehn
f_Aliens,a_Paul Reiser
f_Aliens,a_Sigourney Weaver
f_All About Eve,a_Anne Baxter
f_All About Eve,a_Bette Davis
f_All About Eve,a_Celeste Holm
f_All About Eve,a_George Sanders
f_All Quiet on the Western Front,a_Arnold Lucy
f_All Quiet on the Western Front,a_John Wray
f_All Quiet on the Western Front,a_Lew Ayres
f_All Quiet on the Western Front,a_Louis Wolheim
f_All That Jazz,a_Ann Reinking
f_All That Jazz,a_Jessica Lange
f_All That Jazz,a_Leland Palmer
f_All That Jazz,a_Roy Scheider
f_All the President's Men,a_Dustin Hoffman
f_All the President's Men,a_Jack Warden
f_All the President's Men,a_Martin Balsam
f_All the President's Men,a_Robert Redford
f_Almost Famous,a_Billy Crudup
f_Almost Famous,a_Frances McDormand
f_Almost Famous,a_Kate Hudson
f_Almost Famous,a_Patrick Fugit
f_Amadeus,a_Elizabeth Berridge
f_Amadeus,a_F. Murray Abraham
f_Amadeus,a_Roy Dotrice
f_Amadeus,a_Tom Hulce
f_Amarcord,a_Armando Brancia
f_Amarcord,a_Bruno Zanin
f_Amarcord,a_Magali Noël
f_Amarcord,a_Pupella Maggio
f_American Beauty,a_Annette Bening
f_American Beauty,a_Kevin Spacey
f_American Beauty,a_Thora Birch
f_American Beauty,a_Wes Bentley
f_American Gangster,a_Chiwetel Ejiofor
f_American Gangster,a_Denzel Washington
f_American Gangster,a_Josh Brolin
f_American Gangster,a_Russell Crowe
f_American History X,a_Beverly D'Angelo
f_American History X,a_Edward Furlong
f_American History X,a_Edward Norton
f_American History X,a_Jennifer Lien
f_American Psycho,a_Bill Sage
f_American Psycho,a_Christian Bale
f_American Psycho,a_Josh Lucas
f_American Psycho,a_Justin Theroux
f_Amores perros,a_Emilio Echevarría
f_Amores perros,a_Gael García Bernal
f_Amores perros,a_Goya Toledo
f_Amores perros,a_Álvaro Guerrero
f_Amour,a_Alexandre Tharaud
f_Amour,a_Emmanuelle Riva
f_Amour,a_Isabelle Huppert
f_Amour,a_Jean-Louis Trintignant
f_Amélie,a_Audrey Tautou
f_Amélie,a_Lorella Cravotta
f_Amélie,a_Mathieu Kassovitz
f_Amélie,a_Rufus
f_Anand,a_Amitabh Bachchan
f_Anand,a_Rajesh Khanna
f_Anand,a_Ramesh Deo
f_Anand,a_Sumita Sanyal
f_Anatomy of a Murder,a_Arthur O'Connell
f_Anatomy of a Murder,a_Ben Gazzara
f_Anatomy of a Murder,a_James Stewart
f_Anatomy of a Murder,a_Lee Remick
f_Andaz Apna Apna,a_Aamir Khan
f_Andaz Apna Apna,a_Karisma Kapoor
f_Andaz Apna Apna,a_Raveena Tandon
f_Andaz Apna Apna,a_Salman Khan
f_Andhadhun,a_Anil Dhawan
f_Andhadhun,a_Ayushmann Khurrana
f_Andhadhun,a_Radhika Apte
f_Andhadhun,a_Tabu
f_Andrei Rublev,a_Anatoliy Solonitsyn
f_Andrei Rublev,a_Ivan Lapikov
f_Andrei Rublev,a_Nikolay Grinko
f_Andrei Rublev,a_Nikolay Sergeev
f_Ang-ma-reul bo-at-da,a_Choi Min-sik
f_Ang-ma-reul bo-at-da,a_Ho-jin Chun
f_Ang-ma-reul bo-at-da,a_Jeon Gook-Hwan
f_Ang-ma-reul bo-at-da,a_Lee Byung-Hun
f_Annie Hall,a_Carol Kane
f_Annie Hall,a_Diane Keaton
f_Annie Hall,a_Tony Roberts
f_Annie Hall,a_Woody Allen
f_Apocalypse Now,a_Frederic Forrest
f_Apocalypse Now,a_Marlon Brando
f_Apocalypse Now,a_Martin Sheen
f_Apocalypse Now,a_Robert Duvall
f_Apocalypto,a_Dalia Hernández
f_Apocalypto,a_Gerardo Taracena
f_Apocalypto,a_Raoul Max Trujillo
f_Apocalypto,a_Rudy Youngblood
f_Apollo 13,a_Bill Paxton
f_Apollo 13,a_Gary Sinise
f_Apollo 13,a_Kevin Bacon
f_Apollo 13,a_Tom Hanks
f_Argo,a_Alan Arkin
f_Argo,a_Ben Affleck
f_Argo,a_Bryan Cranston
f_Argo,a_John Goodman
f_Arrival,a_Amy Adams
f_Arrival,a_Forest Whitaker
f_Arrival,a_Jeremy Renner
f_Arrival,a_Michael Stuhlbarg
f_Arsenic and Old Lace,a_Cary Grant
f_Arsenic and Old Lace,a_Jack Carson
f_Arsenic and Old Lace,a_Priscilla Lane
f_Arsenic and Old Lace,a_Raymond Massey
f_As Good as It Gets,a_Cuba Gooding Jr.
f_As Good as It Gets,a_Greg Kinnear
f_As Good as It Gets,a_Helen Hunt
f_As Good as It Gets,a_Jack Nicholson
f_Atonement,a_Brenda Blethyn
f_Atonement,a_James McAvoy
f_Atonement,a_Keira Knightley
f_Atonement,a_Saoirse Ronan
f_Au revoir les enfants,a_Francine Racette
f_Au revoir les enfants,a_Gaspard Manesse
f_Au revoir les enfants,a_Raphael Fejtö
f_Au revoir les enfants,a_Stanislas Carré de Malberg
f_Auf der anderen Seite,a_Baki Davrak
f_Auf der anderen Seite,a_Nurgül Yesilçay
f_Auf der anderen Seite,a_Nursel Köse
f_Auf der anderen Seite,a_Tuncel Kurtiz
f_Avatar,a_Michelle Rodriguez
f_Avatar,a_Sam Worthington
f_Avatar,a_Sigourney Weaver
f_Avatar,a_Zoe Saldana
f_Avengers: Endgame,a_Chris Evans
f_Avengers: Endgame,a_Joe Russo
f_Avengers: Endgame,a_Mark Ruffalo
f_Avengers: Endgame,a_Robert Downey Jr.
f_Avengers: Infinity War,a_Chris Hemsworth
f_Avengers: Infinity War,a_Joe Russo
f_Avengers: Infinity War,a_Mark Ruffalo
f_Avengers: Infinity War,a_Robert Downey Jr.
f_Awakenings,a_Julie Kavner
f_Awakenings,a_Robert De Niro
f_Awakenings,a_Robin Williams
f_Awakenings,a_Ruth Nelson
f_Ayla: The Daughter of War,a_Erdem Can
f_Ayla: The Daughter of War,a_Ismail Hacioglu
f_Ayla: The Daughter of War,a_Kyung-jin Lee
f_Ayla: The Daughter of War,a_Çetin Tekindor
f_Ba wang bie ji,a_Fengyi Zhang
f_Ba wang bie ji,a_Gong Li
f_Ba wang bie ji,a_Leslie Cheung
f_Ba wang bie ji,a_You Ge
f_Baahubali 2: The Conclusion,a_Anushka Shetty
f_Baahubali 2: The Conclusion,a_Prabhas
f_Baahubali 2: The Conclusion,a_Rana Daggubati
f_Baahubali 2: The Conclusion,a_Tamannaah Bhatia
f_Babam ve Oglum,a_Ege Tanman
f_Babam ve Oglum,a_Fikret Kuskan
f_Babam ve Oglum,a_Hümeyra
f_Babam ve Oglum,a_Çetin Tekindor
f_Baby,a_Akshay Kumar
f_Baby,a_Danny Denzongpa
f_Baby,a_Rana Daggubati
f_Baby,a_Taapsee Pannu
f_Baby Driver,a_Ansel Elgort
f_Baby Driver,a_Eiza González
f_Baby Driver,a_Jon Bernthal
f_Baby Driver,a_Jon Hamm
f_Bacheha-Ye aseman,a_Amir Farrokh Hashemian
f_Bacheha-Ye aseman,a_Bahare Seddiqi
f_Bacheha-Ye aseman,a_Mohammad Amir Naji
f_Bacheha-Ye aseman,a_Nafise Jafar-Mohammadi
f_Back to the Future,a_Christopher Lloyd
f_Back to the Future,a_Crispin Glover
f_Back to the Future,a_Lea Thompson
f_Back to the Future,a_Michael J. Fox
f_Back to the Future Part II,a_Christopher Lloyd
f_Back to the Future Part II,a_Lea Thompson
f_Back to the Future Part II,a_Michael J. Fox
f_Back to the Future Part II,a_Thomas F. Wilson
f_Badhaai ho,a_Ayushmann Khurrana
f_Badhaai ho,a_Gajraj Rao
f_Badhaai ho,a_Neena Gupta
f_Badhaai ho,a_Sanya Malhotra
f_Badlands,a_Martin Sheen
f_Badlands,a_Ramon Bieri
f_Badlands,a_Sissy Spacek
f_Badlands,a_Warren Oates
f_Bajrangi Bhaijaan,a_Harshaali Malhotra
f_Bajrangi Bhaijaan,a_Kareena Kapoor
f_Bajrangi Bhaijaan,a_Nawazuddin Siddiqui
f_Bajrangi Bhaijaan,a_Salman Khan
f_Barfi!,a_Ileana D'Cruz
f_Barfi!,a_Priyanka Chopra
f_Barfi!,a_Ranbir Kapoor
f_Barfi!,a_Saurabh Shukla
f_Barry Lyndon,a_Hardy Krüger
f_Barry Lyndon,a_Marisa Berenson
f_Barry Lyndon,a_Patrick Magee
f_Barry Lyndon,a_Ryan O'Neal
f_Barton Fink,a_Ethan Coen
f_Barton Fink,a_John Goodman
f_Barton Fink,a_John Turturro
f_Barton Fink,a_Judy Davis
f_Batman Begins,a_Christian Bale
f_Batman Begins,a_Ken Watanabe
f_Batman Begins,a_Liam Neeson
f_Batman Begins,a_Michael Caine
f_Batman: Mask of the Phantasm,a_Boyd Kirkland
f_Batman: Mask of the Phantasm,a_Dan Riba
f_Batman: Mask of the Phantasm,a_Eric Radomski
f_Batman: Mask of the Phantasm,a_Frank Paur
f_Batoru rowaiaru,a_Aki Maeda
f_Batoru rowaiaru,a_Takeshi Kitano
f_Batoru rowaiaru,a_Tarô Yamamoto
f_Batoru rowaiaru,a_Tatsuya Fujiwara
f_Beasts of No Nation,a_Abraham Attah
f_Beasts of No Nation,a_Andrew Adote
f_Beasts of No Nation,a_Emmanuel Affadzi
f_Beasts of No Nation,a_Ricky Adelayitor
f_Beauty and the Beast,a_Jesse Corti
f_Beauty and the Beast,a_Kirk Wise
f_Beauty and the Beast,a_Paige O'Hara
f_Beauty and the Beast,a_Robby Benson
f_Before Midnight,a_Ariane Labed
f_Before Midnight,a_Ethan Hawke
f_Before Midnight,a_Julie Delpy
f_Before Midnight,a_Seamus Davey-Fitzpatrick
f_Before Sunrise,a_Andrea Eckert
f_Before Sunrise,a_Ethan Hawke
f_Before Sunrise,a_Hanno Pöschl
f_Before Sunrise,a_Julie Delpy
f_Before Sunset,a_Ethan Hawke
f_Before Sunset,a_Julie Delpy
f_Before Sunset,a_Louise Lemoine Torrès
f_Before Sunset,a_Vernon Dobtcheff
f_Being John Malkovich,a_Cameron Diaz
f_Being John Malkovich,a_Catherine Keener
f_Being John Malkovich,a_John Cusack
f_Being John Malkovich,a_John Malkovich
f_Being There,a_Jack Warden
f_Being There,a_Melvyn Douglas
f_Being There,a_Peter Sellers
f_Being There,a_Shirley MacLaine
f_Belle de jour,a_Catherine Deneuve
f_Belle de jour,a_Geneviève Page
f_Belle de jour,a_Jean Sorel
f_Belle de jour,a_Michel Piccoli
f_Ben-Hur,a_Charlton Heston
f_Ben-Hur,a_Haya Harareet
f_Ben-Hur,a_Jack Hawkins
f_Ben-Hur,a_Stephen Boyd
f_Bhaag Milkha Bhaag,a_Art Malik
f_Bhaag Milkha Bhaag,a_Farhan Akhtar
f_Bhaag Milkha Bhaag,a_Pawan Malhotra
f_Bhaag Milkha Bhaag,a_Sonam Kapoor
f_Big Fish,a_Albert Finney
f_Big Fish,a_Billy Crudup
f_Big Fish,a_Ewan McGregor
f_Big Fish,a_Jessica Lange
f_Big Hero 6,a_Chris Williams
f_Big Hero 6,a_Jamie Chung
f_Big Hero 6,a_Ryan Potter
f_Big Hero 6,a_Scott Adsit
f_Billy Elliot,a_Jamie Bell
f_Billy Elliot,a_Jamie Draven
f_Billy Elliot,a_Jean Heywood
f_Billy Elliot,a_Julie Walters
f_Bin-jip,a_Hee Jae
f_Bin-jip,a_Hyuk-ho Kwon
f_Bin-jip,a_Jin-mo Joo
f_Bin-jip,a_Seung-Yun Lee
f_Bir Zamanlar Anadolu'da,a_Ahmet Mümtaz Taylan
f_Bir Zamanlar Anadolu'da,a_Muhammet Uzuner
f_Bir Zamanlar Anadolu'da,a_Taner Birsel
f_Bir Zamanlar Anadolu'da,a_Yilmaz Erdogan
f_Birdman or (The Unexpected Virtue of Ignorance),a_Andrea Riseborough
f_Birdman or (The Unexpected Virtue of Ignorance),a_Edward Norton
f_Birdman or (The Unexpected Virtue of Ignorance),a_Michael Keaton
f_Birdman or (The Unexpected Virtue of Ignorance),a_Zach Galifianakis
f_Black,a_Amitabh Bachchan
f_Black,a_Ayesha Kapoor
f_Black,a_Rani Mukerji
f_Black,a_Shernaz Patel
f_Black Hawk Down,a_Eric Bana
f_Black Hawk Down,a_Ewan McGregor
f_Black Hawk Down,a_Josh Hartnett
f_Black Hawk Down,a_Tom Sizemore
f_Black Swan,a_Mila Kunis
f_Black Swan,a_Natalie Portman
f_Black Swan,a_Vincent Cassel
f_Black Swan,a_Winona Ryder
f_Blade Runner,a_Edward James Olmos
f_Blade Runner,a_Harrison Ford
f_Blade Runner,a_Rutger Hauer
f_Blade Runner,a_Sean Young
f_Blade Runner 2049,a_Ana de Armas
f_Blade Runner 2049,a_Dave Bautista
f_Blade Runner 2049,a_Harrison Ford
f_Blade Runner 2049,a_Ryan Gosling
f_Blazing Saddles,a_Cleavon Little
f_Blazing Saddles,a_Gene Wilder
f_Blazing Saddles,a_Harvey Korman
f_Blazing Saddles,a_Slim Pickens
f_Blood Diamond,a_Djimon Hounsou
f_Blood Diamond,a_Jennifer Connelly
f_Blood Diamond,a_Kagiso Kuypers
f_Blood Diamond,a_Leonardo DiCaprio
f_Blood Simple,a_Dan Hedaya
f_Blood Simple,a_Ethan Coen
f_Blood Simple,a_Frances McDormand
f_Blood Simple,a_John Getz
f_Blow,a_Franka Potente
f_Blow,a_Johnny Depp
f_Blow,a_Penélope Cruz
f_Blow,a_Rachel Griffiths
f_Blowup,a_David Hemmings
f_Blowup,a_John Castle
f_Blowup,a_Sarah Miles
f_Blowup,a_Vanessa Redgrave
f_Blue Velvet,a_Dennis Hopper
f_Blue Velvet,a_Isabella Rossellini
f_Blue Velvet,a_Kyle MacLachlan
f_Blue Velvet,a_Laura Dern
f_Bohemian Rhapsody,a_Ben Hardy
f_Bohemian Rhapsody,a_Gwilym Lee
f_Bohemian Rhapsody,a_Lucy Boynton
f_Bohemian Rhapsody,a_Rami Malek
f_Boksuneun naui geot,a_Bae Doona
f_Boksuneun naui geot,a_Ji-Eun Lim
f_Boksuneun naui geot,a_Kang-ho Song
f_Boksuneun naui geot,a_Shin Ha-kyun
f_Bom Yeoareum Gaeul Gyeoul Geurigo Bom,a_Jong-ho Kim
f_Bom Yeoareum Gaeul Gyeoul Geurigo Bom,a_Ki-duk Kim
f_Bom Yeoareum Gaeul Gyeoul Geurigo Bom,a_Kim Young-Min
f_Bom Yeoareum Gaeul Gyeoul Geurigo Bom,a_Yeong-su Oh
f_Bonnie and Clyde,a_Faye Dunaway
f_Bonnie and Clyde,a_Gene Hackman
f_Bonnie and Clyde,a_Michael J. Pollard
f_Bonnie and Clyde,a_Warren Beatty
f_Boogie Nights,a_Burt Reynolds
f_Boogie Nights,a_Julianne Moore
f_Boogie Nights,a_Luis Guzmán
f_Boogie Nights,a_Mark Wahlberg
f_Bound by Honor,a_Benjamin Bratt
f_Bound by Honor,a_Damian Chapa
f_Bound by Honor,a_Enrique Castillo
f_Bound by Honor,a_Jesse Borrego
f_Boyhood,a_Elijah Smith
f_Boyhood,a_Ellar Coltrane
f_Boyhood,a_Ethan Hawke
f_Boyhood,a_Patricia Arquette
f_Boyz n the Hood,a_Cuba Gooding Jr.
f_Boyz n the Hood,a_Hudhail Al-Amir
f_Boyz n the Hood,a_Laurence Fishburne
f_Boyz n the Hood,a_Lloyd Avery II
f_Braveheart,a_Angus Macfadyen
f_Braveheart,a_Mel Gibson
f_Braveheart,a_Patrick McGoohan
f_Braveheart,a_Sophie Marceau
f_Brazil,a_Jonathan Pryce
f_Brazil,a_Katherine Helmond
f_Brazil,a_Kim Greist
f_Brazil,a_Robert De Niro
f_Breakfast at Tiffany's,a_Audrey Hepburn
